Sc0000001	767215	768477	27	1262
Sc0000001	768729	771558	61	2829
Sc0000001	776226	776890	14	664
Sc0000001	817720	821498	117	3778
Sc0000001	830479	834344	95	3865
Sc0000001	843687	847963	87	4276
Sc0000001	848220	849082	19	862
Sc0000001	852761	854977	57	2216
Sc0000001	869087	869733	15	646
Sc0000001	870129	870946	18	817
Sc0000001	871670	872187	15	517
Sc0000001	875056	881415	159	6359
Sc0000001	889656	903885	288	14229
Sc0000001	904749	906287	33	1538
Sc0000001	912126	1001916	1802	89790
Sc0000001	1017488	1022267	98	4779
Sc0000001	1022487	1023180	17	693
Sc0000001	1029233	1029795	19	562
Sc0000001	1044821	1046999	54	2178
Sc0000001	1049911	1050764	24	853
Sc0000001	1052974	1054572	45	1598
Sc0000001	1055527	1056862	28	1335
Sc0000001	1075257	1075954	29	697
Sc0000001	1084854	1085471	13	617
Sc0000001	1085658	1086470	18	812
Sc0000001	1089215	1110965	440	21750
Sc0000001	1121165	1122612	43	1447
Sc0000001	1130367	1164593	694	34226
Sc0000001	1182838	1185544	77	2706
Sc0000001	1214227	1232945	427	18718
Sc0000001	1250125	1253143	72	3018
Sc0000001	1271960	1277211	119	5251
Sc0000001	1278911	1285703	138	6792
Sc0000001	1295917	1297340	32	1423
Sc0000001	1306136	1306818	32	682
Sc0000001	1307939	1311258	75	3319
Sc0000001	1313307	1313872	13	565
Sc0000001	1314040	1321400	174	7360
Sc0000001	1324472	1343853	428	19381
Sc0000001	1355048	1355778	20	730
Sc0000001	1356139	1363965	163	7826
Sc0000001	1374446	1375110	15	664
Sc0000001	1377815	1384102	168	6287
Sc0000001	1399866	1404423	96	4557
Sc0000001	1412383	1431322	421	18939
Sc0000001	1443191	1444288	23	1097
Sc0000001	1450483	1450993	23	510
Sc0000001	1488020	1489195	25	1175
Sc0000001	1490901	1510522	393	19621
Sc0000001	1523900	1527099	72	3199
Sc0000001	1528663	1559225	658	30562
Sc0000001	1582302	1588695	214	6393
Sc0000001	1636985	1666923	602	29938
Sc0000001	1669931	1683464	308	13533
Sc0000001	1686578	1687246	14	668
Sc0000001	1708150	1723173	303	15023
Sc0000001	1723893	1728924	104	5031
Sc0000001	1732086	1739821	161	7735
Sc0000001	1755502	1757324	42	1822
Sc0000001	1765430	1769251	84	3821
Sc0000001	1774044	1775014	23	970
Sc0000001	1780091	1781111	22	1020
Sc0000001	1787046	1788273	26	1227
Sc0000001	1800421	1803574	110	3153
Sc0000001	1806949	1808399	30	1450
Sc0000002	68525	74372	136	5847
Sc0000002	78514	81925	78	3411
Sc0000002	94341	95063	17	722
Sc0000002	98435	99265	20	830
Sc0000002	102339	103399	31	1060
Sc0000002	137296	138279	27	983
Sc0000002	142689	161461	378	18772
Sc0000002	174213	179187	154	4974
Sc0000002	205068	206798	49	1730
Sc0000002	211402	213381	40	1979
Sc0000002	220394	220934	22	540
Sc0000002	223261	224688	29	1427
Sc0000002	233130	233648	13	518
Sc0000002	234331	237980	89	3649
Sc0000002	271152	273803	64	2651
Sc0000002	297964	298520	14	556
Sc0000002	308231	309673	46	1442
Sc0000002	316185	317540	40	1355
Sc0000002	336578	337599	25	1021
Sc0000002	368505	369276	31	771
Sc0000002	370222	370901	14	679
Sc0000002	371311	372880	34	1569
Sc0000002	381249	384938	76	3689
Sc0000002	385222	387153	48	1931
Sc0000002	391688	393875	51	2187
Sc0000002	394300	399456	145	5156
Sc0000002	403755	405030	34	1275
Sc0000002	406084	411320	109	5236
Sc0000002	412827	413913	39	1086
Sc0000002	415251	416503	36	1252
Sc0000002	419094	421067	43	1973
Sc0000002	429369	429928	17	559
Sc0000002	430600	431314	19	714
Sc0000002	431820	432472	14	652
Sc0000002	432748	433261	17	513
Sc0000002	436056	436736	20	680
Sc0000002	438641	439832	26	1191
Sc0000002	440127	444123	86	3996
Sc0000002	444494	446739	58	2245
Sc0000002	449226	453186	80	3960
Sc0000002	453436	454574	27	1138
Sc0000002	455001	456571	35	1570
Sc0000002	457399	457959	18	560
Sc0000002	554270	555623	43	1353
Sc0000002	557815	558624	31	809
Sc0000002	563697	564647	46	950
Sc0000002	568507	570430	43	1923
Sc0000002	582766	583563	17	797
Sc0000002	585721	586305	23	584
Sc0000002	599846	628348	602	28502
Sc0000002	632251	636323	96	4072
Sc0000002	645597	647762	46	2165
Sc0000002	649341	650149	54	808
Sc0000002	653075	653839	24	764
Sc0000002	657292	658152	27	860
Sc0000002	665239	665798	13	559
Sc0000002	665973	668244	79	2271
Sc0000002	685792	686388	17	596
Sc0000002	701866	702756	48	890
Sc0000002	708753	711585	69	2832
Sc0000002	734414	735003	22	589
Sc0000002	775283	777719	60	2436
Sc0000002	802353	804191	41	1838
Sc0000002	807535	808110	33	575
Sc0000002	809713	811348	99	1635
Sc0000002	815406	816040	16	634
Sc0000002	837654	842445	97	4791
Sc0000002	844945	845483	15	538
Sc0000002	855349	856651	30	1302
Sc0000002	857264	858654	31	1390
Sc0000002	860590	861384	18	794
Sc0000002	861590	872686	226	11096
Sc0000002	878429	879548	27	1119
Sc0000002	886536	888479	63	1943
Sc0000002	900590	907064	169	6474
Sc0000002	927388	930212	60	2824
Sc0000002	935411	936313	25	902
Sc0000002	940286	942090	39	1804
Sc0000002	972953	985978	293	13025
Sc0000002	991329	1016539	523	25210
Sc0000002	1055569	1059145	80	3576
Sc0000002	1059648	1064643	102	4995
Sc0000002	1086549	1087576	22	1027
Sc0000002	1114287	1114999	24	712
Sc0000002	1141296	1150953	194	9657
Sc0000002	1152618	1153612	27	994
Sc0000002	1189346	1190749	37	1403
Sc0000002	1204994	1230824	544	25830
Sc0000002	1234664	1237662	67	2998
Sc0000002	1285475	1286464	31	989
Sc0000002	1287411	1293842	131	6431
Sc0000002	1294569	1296679	48	2110
Sc0000002	1303185	1303910	30	725
Sc0000002	1322521	1323894	35	1373
Sc0000002	1325112	1326033	20	921
Sc0000002	1340143	1341382	27	1239
Sc0000002	1341917	1346610	98	4693
Sc0000002	1372226	1379062	179	6836
Sc0000002	1398245	1398770	11	525
Sc0000002	1399491	1410224	243	10733
Sc0000002	1419473	1420276	24	803
Sc0000002	1428447	1441137	264	12690
Sc0000002	1446864	1460918	365	14054
Sc0000002	1472687	1473404	21	717
Sc0000002	1494042	1498728	95	4686
Sc0000002	1511869	1512465	20	596
Sc0000002	1520943	1523904	88	2961
Sc0000002	1527395	1528135	31	740
Sc0000002	1535745	1543015	160	7270
Sc0000002	1551082	1551931	40	849
Sc0000002	1596747	1598631	43	1884
Sc0000002	1599131	1601978	78	2847
Sc0000002	1615951	1616452	16	501
Sc0000002	1618236	1618822	15	586
Sc0000002	1622208	1627231	110	5023
Sc0000002	1648671	1649208	15	537
Sc0000002	1649574	1650471	22	897
Sc0000002	1654773	1655388	22	615
Sc0000002	1691120	1694188	70	3068
Sc0000002	1719749	1735022	307	15273
Sc0000002	1740408	1741089	22	681
Sc0000002	1741719	1758548	359	16829
Sc0000002	1762829	1764903	43	2074
Sc0000003	58977	59804	18	827
Sc0000003	76653	77465	18	812
Sc0000003	85684	86487	20	803
Sc0000003	87807	88849	32	1042
Sc0000003	92654	94777	98	2123
Sc0000003	109743	111164	32	1421
Sc0000003	115658	116266	35	608
Sc0000003	120682	121599	25	917
Sc0000003	141762	145114	73	3352
Sc0000003	147179	149872	57	2693
Sc0000003	150309	152461	44	2152
Sc0000003	165182	166571	29	1389
Sc0000003	184291	184986	14	695
Sc0000003	185054	191369	147	6315
Sc0000003	210009	211408	74	1399
Sc0000003	221246	226123	104	4877
Sc0000003	235074	236269	30	1195
Sc0000003	237457	238495	22	1038
Sc0000003	240122	242973	60	2851
Sc0000003	255757	257547	41	1790
Sc0000003	272221	287149	300	14928
Sc0000003	305003	306354	40	1351
Sc0000003	307065	308264	25	1199
Sc0000003	329272	330917	45	1645
Sc0000003	332740	333510	24	770
Sc0000003	363413	367808	91	4395
Sc0000003	382778	390190	180	7412
Sc0000003	392499	393191	15	692
Sc0000003	450454	450973	13	519
Sc0000003	484927	486055	28	1128
Sc0000003	495163	496328	24	1165
Sc0000003	501319	507917	148	6598
Sc0000003	515977	517889	44	1912
Sc0000003	530355	532035	45	1680
Sc0000003	544934	568047	474	23113
Sc0000003	582983	583691	22	708
Sc0000003	588821	590139	28	1318
Sc0000003	595753	597362	46	1609
Sc0000003	601474	602124	17	650
Sc0000003	616707	618142	32	1435
Sc0000003	696058	699075	67	3017
Sc0000003	700389	701866	31	1477
Sc0000003	735706	736466	26	760
Sc0000003	746073	746606	11	533
Sc0000003	746858	747590	17	732
Sc0000003	747803	748453	14	650
Sc0000003	749174	749808	14	634
Sc0000003	750478	762551	244	12073
Sc0000003	763488	764012	12	524
Sc0000003	766509	767595	28	1086
Sc0000003	767996	769945	43	1949
Sc0000003	790773	791290	13	517
Sc0000003	791522	793770	45	2248
Sc0000003	793883	794508	14	625
Sc0000003	794763	795746	29	983
Sc0000003	809780	810982	28	1202
Sc0000003	811292	826000	305	14708
Sc0000003	830055	831085	21	1030
Sc0000003	831366	832104	17	738
Sc0000003	833269	860552	578	27283
Sc0000003	885989	893219	157	7230
Sc0000003	896225	897462	26	1237
Sc0000003	908105	929497	448	21392
Sc0000003	953258	963425	215	10167
Sc0000003	966911	975583	175	8672
Sc0000003	977590	982743	116	5153
Sc0000003	984213	986986	66	2773
Sc0000003	992212	993084	24	872
Sc0000003	994199	994759	13	560
Sc0000003	995078	995594	13	516
Sc0000003	998290	999366	35	1076
Sc0000003	1001539	1004851	73	3312
Sc0000003	1026356	1028543	45	2187
Sc0000003	1034022	1039973	132	5951
Sc0000003	1041287	1043934	55	2647
Sc0000003	1045055	1045587	11	532
Sc0000003	1045781	1053557	159	7776
Sc0000003	1054787	1055501	19	714
Sc0000003	1055938	1058117	46	2179
Sc0000003	1070421	1071999	43	1578
Sc0000003	1074760	1075456	19	696
Sc0000003	1078650	1080792	47	2142
Sc0000003	1081591	1082095	13	504
Sc0000003	1083321	1084448	24	1127
Sc0000003	1085388	1085994	21	606
Sc0000003	1086889	1089068	48	2179
Sc0000003	1090100	1090622	13	522
Sc0000003	1092788	1093421	14	633
Sc0000003	1093732	1094450	16	718
Sc0000003	1095636	1096702	27	1066
Sc0000003	1097147	1098323	27	1176
Sc0000003	1099393	1100231	20	838
Sc0000003	1114773	1116447	48	1674
Sc0000003	1118765	1120707	43	1942
Sc0000003	1124812	1131345	137	6533
Sc0000003	1143347	1144453	26	1106
Sc0000003	1168106	1168615	11	509
Sc0000003	1196394	1198743	48	2349
Sc0000003	1199274	1202247	60	2973
Sc0000003	1202536	1209737	159	7201
Sc0000003	1253378	1254320	28	942
Sc0000003	1261814	1262724	20	910
Sc0000003	1268258	1269937	36	1679
Sc0000003	1270337	1288163	418	17826
Sc0000003	1357708	1358291	12	583
Sc0000003	1388754	1429149	866	40395
Sc0000003	1436377	1437268	19	891
Sc0000003	1437392	1438073	17	681
Sc0000003	1439436	1457018	357	17582
Sc0000003	1462811	1466739	103	3928
Sc0000003	1473333	1474077	15	744
Sc0000003	1489895	1519790	598	29895
Sc0000003	1536963	1540140	65	3177
Sc0000003	1562351	1563569	28	1218
Sc0000003	1564837	1565756	23	919
Sc0000003	1601874	1602398	12	524
Sc0000003	1602599	1603690	28	1091
Sc0000003	1604071	1604728	22	657
Sc0000003	1605603	1607157	32	1554
Sc0000003	1608556	1609810	27	1254
Sc0000003	1610876	1611614	18	738
Sc0000003	1619210	1621263	44	2053
Sc0000003	1623281	1624095	50	814
Sc0000003	1628221	1628876	18	655
Sc0000003	1629384	1629942	13	558
Sc0000003	1654116	1656407	56	2291
Sc0000003	1661091	1700510	934	39419
Sc0000004	972	1776	17	804
Sc0000004	4725	29284	494	24559
Sc0000004	30792	34188	71	3396
Sc0000004	52827	59772	139	6945
Sc0000004	105956	106701	18	745
Sc0000004	139221	140008	21	787
Sc0000004	140555	141131	14	576
Sc0000004	217879	218454	13	575
Sc0000004	257463	258190	18	727
Sc0000004	258827	260124	33	1297
Sc0000004	266742	267837	23	1095
Sc0000004	267970	268690	22	720
Sc0000004	269369	269909	12	540
Sc0000004	271780	272446	21	666
Sc0000004	272902	277041	88	4139
Sc0000004	282925	287248	123	4323
Sc0000004	349737	350364	20	627
Sc0000004	354757	356877	113	2120
Sc0000004	369228	394736	550	25508
Sc0000004	427923	429261	30	1338
Sc0000004	430880	433422	55	2542
Sc0000004	434211	439350	108	5139
Sc0000004	449658	451067	32	1409
Sc0000004	534789	542903	200	8114
Sc0000004	594239	595066	20	827
Sc0000004	595682	596522	42	840
Sc0000004	634840	636071	29	1231
Sc0000004	651966	652769	26	803
Sc0000004	704428	706151	42	1723
Sc0000004	721185	722425	41	1240
Sc0000004	781571	782095	17	524
Sc0000004	791416	792524	24	1108
Sc0000004	792963	803721	239	10758
Sc0000004	820799	821648	25	849
Sc0000004	822640	824385	36	1745
Sc0000004	826547	827495	26	948
Sc0000004	839944	840664	25	720
Sc0000004	841527	842255	18	728
Sc0000004	854298	854848	12	550
Sc0000004	862199	887518	544	25319
Sc0000004	889773	919262	606	29489
Sc0000004	930750	931574	42	824
Sc0000004	934276	935600	42	1324
Sc0000004	943828	992213	992	48385
Sc0000004	994736	995268	15	532
Sc0000004	1005229	1008840	107	3611
Sc0000004	1014591	1021863	151	7272
Sc0000004	1025114	1030142	112	5028
Sc0000004	1065580	1066792	26	1212
Sc0000004	1067529	1068597	27	1068
Sc0000004	1079864	1085044	105	5180
Sc0000004	1112459	1120907	216	8448
Sc0000004	1127363	1129288	47	1925
Sc0000004	1129784	1130710	21	926
Sc0000004	1130966	1133908	62	2942
Sc0000004	1141923	1142488	14	565
Sc0000004	1143321	1147305	88	3984
Sc0000004	1161177	1161993	20	816
Sc0000004	1162322	1163358	23	1036
Sc0000004	1169275	1188448	410	19173
Sc0000004	1202775	1205463	81	2688
Sc0000004	1220443	1220945	14	502
Sc0000004	1250163	1251953	41	1790
Sc0000004	1280641	1281333	19	692
Sc0000004	1289039	1289626	16	587
Sc0000004	1293754	1295334	45	1580
Sc0000004	1308464	1309067	15	603
Sc0000004	1313478	1315308	40	1830
Sc0000004	1315558	1317235	36	1677
Sc0000004	1319358	1320325	21	967
Sc0000004	1322840	1325589	59	2749
Sc0000004	1325922	1328130	59	2208
Sc0000004	1345737	1352941	246	7204
Sc0000004	1360028	1360761	19	733
Sc0000004	1361159	1368058	148	6899
Sc0000004	1370054	1626149	10565	256095
Sc0000005	25675	26312	16	637
Sc0000005	28204	28813	13	609
Sc0000005	35542	36578	24	1036
Sc0000005	37763	40260	51	2497
Sc0000005	49201	50109	28	908
Sc0000005	53287	59192	124	5905
Sc0000005	59628	60697	24	1069
Sc0000005	60900	83193	447	22293
Sc0000005	113661	116093	53	2432
Sc0000005	116513	117122	17	609
Sc0000005	117592	119220	39	1628
Sc0000005	119727	121099	28	1372
Sc0000005	127875	128378	14	503
Sc0000005	142545	143535	22	990
Sc0000005	144411	144928	15	517
Sc0000005	186218	186743	21	525
Sc0000005	199660	201566	41	1906
Sc0000005	206709	207955	28	1246
Sc0000005	214830	215501	21	671
Sc0000005	230470	231164	35	694
Sc0000005	246835	247595	26	760
Sc0000005	265110	268190	72	3080
Sc0000005	269614	283653	283	14039
Sc0000005	308102	308631	27	529
Sc0000005	309570	312045	56	2475
Sc0000005	312490	313086	17	596
Sc0000005	313533	321518	210	7985
Sc0000005	357507	360068	58	2561
Sc0000005	388617	389548	19	931
Sc0000005	389849	390371	14	522
Sc0000005	390674	391193	18	519
Sc0000005	399744	401248	35	1504
Sc0000005	405405	409125	100	3720
Sc0000005	418669	419218	11	549
Sc0000005	455353	456224	33	871
Sc0000005	461034	465467	122	4433
Sc0000005	471463	478035	175	6572
Sc0000005	493183	494564	40	1381
Sc0000005	509209	521788	303	12579
Sc0000005	529144	531580	49	2436
Sc0000005	543350	543971	14	621
Sc0000005	566240	573972	159	7732
Sc0000005	581737	582467	18	730
Sc0000005	584037	585281	31	1244
Sc0000005	586402	586964	13	562
Sc0000005	587707	588425	25	718
Sc0000005	595183	595727	36	544
Sc0000005	598999	654841	1131	55842
Sc0000005	721351	724395	61	3044
Sc0000005	724634	725993	47	1359
Sc0000005	740382	741081	24	699
Sc0000005	764992	766294	69	1302
Sc0000005	776043	777347	51	1304
Sc0000005	804991	805549	23	558
Sc0000005	824952	827368	51	2416
Sc0000005	862227	863167	33	940
Sc0000005	881762	882594	50	832
Sc0000005	893161	895996	84	2835
Sc0000005	946383	948227	47	1844
Sc0000005	957210	958671	38	1461
Sc0000005	974559	978799	90	4240
Sc0000005	981547	984005	53	2458
Sc0000005	986582	987605	21	1023
Sc0000005	988009	993854	147	5845
Sc0000005	995410	995986	14	576
Sc0000005	1000092	1000764	19	672
Sc0000005	1001752	1011822	210	10070
Sc0000005	1015612	1016440	28	828
Sc0000005	1026729	1029294	61	2565
Sc0000005	1033862	1034410	17	548
Sc0000005	1056857	1058624	50	1767
Sc0000005	1059707	1060441	28	734
Sc0000005	1112978	1114178	31	1200
Sc0000005	1115521	1118345	64	2824
Sc0000005	1126433	1133574	151	7141
Sc0000005	1135663	1149691	359	14028
Sc0000005	1167201	1167794	16	593
Sc0000005	1168079	1168631	15	552
Sc0000005	1179826	1180384	29	558
Sc0000005	1181680	1185579	83	3899
Sc0000005	1204042	1205879	38	1837
Sc0000005	1208485	1217925	210	9440
Sc0000005	1227184	1227717	13	533
Sc0000005	1242859	1244273	50	1414
Sc0000005	1249158	1252336	71	3178
Sc0000005	1259617	1260134	15	517
Sc0000005	1270050	1272773	68	2723
Sc0000005	1273988	1274549	30	561
Sc0000005	1294376	1295190	37	814
Sc0000005	1302648	1308497	119	5849
Sc0000005	1339549	1340089	24	540
Sc0000005	1388546	1394336	128	5790
Sc0000005	1422426	1425806	83	3380
Sc0000005	1436089	1436794	15	705
Sc0000005	1437520	1451663	302	14143
Sc0000005	1466853	1468679	70	1826
Sc0000005	1476030	1476556	22	526
Sc0000005	1477685	1478247	13	562
Sc0000005	1484221	1484753	28	532
Sc0000005	1486313	1488597	66	2284
Sc0000005	1492608	1493414	20	806
Sc0000005	1493659	1495076	33	1417
Sc0000005	1497872	1577041	2779	79169
Sc0000006	100	2085	42	1985
Sc0000006	3494	6024	53	2530
Sc0000006	6440	50573	902	44133
Sc0000006	56608	57122	12	514
Sc0000006	58894	67584	183	8690
Sc0000006	68245	69755	36	1510
Sc0000006	75887	88383	398	12496
Sc0000006	106358	113696	165	7338
Sc0000006	121942	123086	37	1144
Sc0000006	130269	139332	192	9063
Sc0000006	149855	151657	42	1802
Sc0000006	205551	217354	248	11803
Sc0000006	220772	221545	34	773
Sc0000006	223352	224586	27	1234
Sc0000006	225910	226776	22	866
Sc0000006	227605	228631	30	1026
Sc0000006	229181	706817	9621	477636
Sc0000006	721142	721739	48	597
Sc0000006	735306	739745	98	4439
Sc0000006	742128	742870	19	742
Sc0000006	756487	759669	85	3182
Sc0000006	819174	822743	81	3569
Sc0000006	823606	824900	30	1294
Sc0000006	843039	843619	13	580
Sc0000006	843999	848756	100	4757
Sc0000006	850783	851488	16	705
Sc0000006	914857	916079	27	1222
Sc0000006	917046	920132	63	3086
Sc0000006	927977	929909	49	1932
Sc0000006	935166	936710	34	1544
Sc0000006	940454	940957	11	503
Sc0000006	946929	947651	18	722
Sc0000006	948368	949031	15	663
Sc0000006	949516	952655	68	3139
Sc0000006	953102	955646	76	2544
Sc0000006	961356	962607	29	1251
Sc0000006	971142	971675	20	533
Sc0000006	973212	973991	29	779
Sc0000006	984209	984710	11	501
Sc0000006	1072371	1073392	22	1021
Sc0000006	1075888	1078767	101	2879
Sc0000006	1100323	1101737	33	1414
Sc0000006	1105323	1106331	50	1008
Sc0000006	1112212	1129005	339	16793
Sc0000006	1167365	1169702	69	2337
Sc0000006	1234631	1235133	25	502
Sc0000006	1286715	1287987	27	1272
Sc0000006	1309862	1310399	15	537
Sc0000006	1326551	1332442	129	5891
Sc0000006	1334353	1368886	817	34533
Sc0000006	1378698	1455003	3309	76305
Sc0000007	102567	105934	90	3367
Sc0000007	107501	108290	17	789
Sc0000007	108736	110477	41	1741
Sc0000007	111888	119478	197	7590
Sc0000007	124420	127564	68	3144
Sc0000007	128781	130782	49	2001
Sc0000007	136292	140927	94	4635
Sc0000007	141472	142022	12	550
Sc0000007	142839	143475	14	636
Sc0000007	150052	157079	187	7027
Sc0000007	189043	189594	17	551
Sc0000007	193995	196863	59	2868
Sc0000007	199366	205578	130	6212
Sc0000007	205988	212872	176	6884
Sc0000007	267764	269241	54	1477
Sc0000007	274994	276511	68	1517
Sc0000007	279387	280133	20	746
Sc0000007	286123	287313	27	1190
Sc0000007	287645	288335	17	690
Sc0000007	288672	290049	38	1377
Sc0000007	291436	293025	36	1589
Sc0000007	293378	294319	23	941
Sc0000007	297072	298276	44	1204
Sc0000007	309057	314492	119	5435
Sc0000007	317959	328084	212	10125
Sc0000007	328694	329690	41	996
Sc0000007	330986	482965	3114	151979
Sc0000007	510714	511333	18	619
Sc0000007	512955	521029	165	8074
Sc0000007	522242	522967	17	725
Sc0000007	523424	523969	14	545
Sc0000007	547846	588195	812	40349
Sc0000007	597831	602904	156	5073
Sc0000007	639591	642690	65	3099
Sc0000007	642982	643661	18	679
Sc0000007	644168	645745	35	1577
Sc0000007	646016	647007	41	991
Sc0000007	649544	651419	39	1875
Sc0000007	654502	655607	23	1105
Sc0000007	656356	659027	69	2671
Sc0000007	660785	665681	109	4896
Sc0000007	684068	686265	46	2197
Sc0000007	696642	698320	50	1678
Sc0000007	705572	706472	21	900
Sc0000007	717162	718326	74	1164
Sc0000007	726721	727269	19	548
Sc0000007	727737	731594	103	3857
Sc0000007	735863	737197	45	1334
Sc0000007	739263	741304	44	2041
Sc0000007	742538	744780	49	2242
Sc0000007	748412	749191	22	779
Sc0000007	751289	751974	18	685
Sc0000007	752253	754731	52	2478
Sc0000007	788047	791312	75	3265
Sc0000007	797977	798717	20	740
Sc0000007	800729	804178	92	3449
Sc0000007	812533	813189	26	656
Sc0000007	831309	836538	105	5229
Sc0000007	842239	847233	101	4994
Sc0000007	854190	856041	42	1851
Sc0000007	857569	861975	103	4406
Sc0000007	864826	869148	136	4322
Sc0000007	880754	885212	169	4458
Sc0000007	905825	906483	20	658
Sc0000007	909971	931094	426	21123
Sc0000007	948587	973483	512	24896
Sc0000007	990714	991225	15	511
Sc0000007	1000773	1002019	32	1246
Sc0000007	1003686	1004262	13	576
Sc0000007	1004468	1019510	332	15042
Sc0000007	1047324	1051566	86	4242
Sc0000007	1053016	1054362	34	1346
Sc0000007	1055107	1057982	77	2875
Sc0000007	1084943	1088885	81	3942
Sc0000007	1095609	1102112	152	6503
Sc0000007	1108123	1109171	25	1048
Sc0000007	1121776	1122619	19	843
Sc0000007	1123623	1124319	33	696
Sc0000007	1126885	1128117	30	1232
Sc0000007	1129233	1129798	16	565
Sc0000007	1130340	1130873	12	533
Sc0000007	1131277	1134587	68	3310
Sc0000007	1146059	1146898	19	839
Sc0000007	1148198	1148880	14	682
Sc0000007	1149031	1152125	68	3094
Sc0000007	1155910	1156555	18	645
Sc0000007	1184734	1185406	15	672
Sc0000007	1186281	1189071	63	2790
Sc0000007	1190271	1191000	22	729
Sc0000007	1192435	1239936	968	47501
Sc0000007	1283540	1284241	55	701
Sc0000007	1296053	1332433	739	36380
Sc0000007	1342100	1342872	18	772
Sc0000007	1343068	1345437	56	2369
Sc0000007	1358597	1447465	2204	88868
Sc0000008	61304	63106	44	1802
Sc0000008	72588	73689	35	1101
Sc0000008	76994	79497	56	2503
Sc0000008	81239	82502	29	1263
Sc0000008	82777	84240	32	1463
Sc0000008	91975	99117	147	7142
Sc0000008	108772	110396	35	1624
Sc0000008	137755	138352	23	597
Sc0000008	153674	158357	105	4683
Sc0000008	249120	274555	527	25435
Sc0000008	286713	287369	18	656
Sc0000008	288283	289674	30	1391
Sc0000008	300147	302690	53	2543
Sc0000008	304762	309122	91	4360
Sc0000008	310185	310902	19	717
Sc0000008	316423	318289	49	1866
Sc0000008	321957	323444	49	1487
Sc0000008	327165	330199	90	3034
Sc0000008	331863	333507	35	1644
Sc0000008	334811	335860	28	1049
Sc0000008	350763	351435	15	672
Sc0000008	351659	352845	27	1186
Sc0000008	357350	362070	119	4720
Sc0000008	368585	370562	45	1977
Sc0000008	375818	376319	14	501
Sc0000008	395768	407164	286	11396
